path,dataset,session,hand,subject_id,palm_id,class_id,sample_id
data/segmented/Tongji/session1/00001.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00001
data/segmented/Tongji/session1/00002.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00002
data/segmented/Tongji/session1/00003.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00003
data/segmented/Tongji/session1/00004.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00004
data/segmented/Tongji/session1/00005.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00005
data/segmented/Tongji/session1/00006.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00006
data/segmented/Tongji/session1/00007.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00007
data/segmented/Tongji/session1/00008.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00008
data/segmented/Tongji/session1/00009.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00009
data/segmented/Tongji/session1/00010.bmp,Tongji,session1,none,1,Tongji_00001,460,Tongji_session1_none_00010
data/segmented/Tongji/session1/00011.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00011
data/segmented/Tongji/session1/00012.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00012
data/segmented/Tongji/session1/00013.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00013
data/segmented/Tongji/session1/00014.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00014
data/segmented/Tongji/session1/00015.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00015
data/segmented/Tongji/session1/00016.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00016
data/segmented/Tongji/session1/00017.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00017
data/segmented/Tongji/session1/00018.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00018
data/segmented/Tongji/session1/00019.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00019
data/segmented/Tongji/session1/00020.bmp,Tongji,session1,none,2,Tongji_00002,461,Tongji_session1_none_00020
data/segmented/Tongji/session1/00021.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00021
data/segmented/Tongji/session1/00022.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00022
data/segmented/Tongji/session1/00023.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00023
data/segmented/Tongji/session1/00024.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00024
data/segmented/Tongji/session1/00025.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00025
data/segmented/Tongji/session1/00026.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00026
data/segmented/Tongji/session1/00027.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00027
data/segmented/Tongji/session1/00028.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00028
data/segmented/Tongji/session1/00029.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00029
data/segmented/Tongji/session1/00030.bmp,Tongji,session1,none,3,Tongji_00003,462,Tongji_session1_none_00030
data/segmented/Tongji/session1/00031.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00031
data/segmented/Tongji/session1/00032.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00032
data/segmented/Tongji/session1/00033.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00033
data/segmented/Tongji/session1/00034.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00034
data/segmented/Tongji/session1/00035.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00035
data/segmented/Tongji/session1/00036.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00036
data/segmented/Tongji/session1/00037.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00037
data/segmented/Tongji/session1/00038.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00038
data/segmented/Tongji/session1/00039.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00039
data/segmented/Tongji/session1/00040.bmp,Tongji,session1,none,4,Tongji_00004,463,Tongji_session1_none_00040
data/segmented/Tongji/session1/00041.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00041
data/segmented/Tongji/session1/00042.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00042
data/segmented/Tongji/session1/00043.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00043
data/segmented/Tongji/session1/00044.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00044
data/segmented/Tongji/session1/00045.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00045
data/segmented/Tongji/session1/00046.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00046
data/segmented/Tongji/session1/00047.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00047
data/segmented/Tongji/session1/00048.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00048
data/segmented/Tongji/session1/00049.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00049
data/segmented/Tongji/session1/00050.bmp,Tongji,session1,none,5,Tongji_00005,464,Tongji_session1_none_00050
data/segmented/Tongji/session1/00051.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00051
data/segmented/Tongji/session1/00052.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00052
data/segmented/Tongji/session1/00053.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00053
data/segmented/Tongji/session1/00054.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00054
data/segmented/Tongji/session1/00055.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00055
data/segmented/Tongji/session1/00056.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00056
data/segmented/Tongji/session1/00057.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00057
data/segmented/Tongji/session1/00058.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00058
data/segmented/Tongji/session1/00059.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00059
data/segmented/Tongji/session1/00060.bmp,Tongji,session1,none,6,Tongji_00006,465,Tongji_session1_none_00060
data/segmented/Tongji/session1/00061.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00061
data/segmented/Tongji/session1/00062.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00062
data/segmented/Tongji/session1/00063.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00063
data/segmented/Tongji/session1/00064.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00064
data/segmented/Tongji/session1/00065.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00065
data/segmented/Tongji/session1/00066.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00066
data/segmented/Tongji/session1/00067.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00067
data/segmented/Tongji/session1/00068.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00068
data/segmented/Tongji/session1/00069.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00069
data/segmented/Tongji/session1/00070.bmp,Tongji,session1,none,7,Tongji_00007,466,Tongji_session1_none_00070
data/segmented/Tongji/session1/00071.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00071
data/segmented/Tongji/session1/00072.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00072
data/segmented/Tongji/session1/00073.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00073
data/segmented/Tongji/session1/00074.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00074
data/segmented/Tongji/session1/00075.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00075
data/segmented/Tongji/session1/00076.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00076
data/segmented/Tongji/session1/00077.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00077
data/segmented/Tongji/session1/00078.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00078
data/segmented/Tongji/session1/00079.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00079
data/segmented/Tongji/session1/00080.bmp,Tongji,session1,none,8,Tongji_00008,467,Tongji_session1_none_00080
data/segmented/Tongji/session1/00081.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00081
data/segmented/Tongji/session1/00082.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00082
data/segmented/Tongji/session1/00083.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00083
data/segmented/Tongji/session1/00084.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00084
data/segmented/Tongji/session1/00085.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00085
data/segmented/Tongji/session1/00086.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00086
data/segmented/Tongji/session1/00087.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00087
data/segmented/Tongji/session1/00088.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00088
data/segmented/Tongji/session1/00089.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00089
data/segmented/Tongji/session1/00090.bmp,Tongji,session1,none,9,Tongji_00009,468,Tongji_session1_none_00090
data/segmented/Tongji/session1/00091.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00091
data/segmented/Tongji/session1/00092.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00092
data/segmented/Tongji/session1/00093.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00093
data/segmented/Tongji/session1/00094.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00094
data/segmented/Tongji/session1/00095.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00095
data/segmented/Tongji/session1/00096.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00096
data/segmented/Tongji/session1/00097.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00097
data/segmented/Tongji/session1/00098.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00098
data/segmented/Tongji/session1/00099.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00099
data/segmented/Tongji/session1/00100.bmp,Tongji,session1,none,10,Tongji_00010,469,Tongji_session1_none_00100
data/segmented/Tongji/session1/00101.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00101
data/segmented/Tongji/session1/00102.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00102
data/segmented/Tongji/session1/00103.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00103
data/segmented/Tongji/session1/00104.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00104
data/segmented/Tongji/session1/00105.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00105
data/segmented/Tongji/session1/00106.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00106
data/segmented/Tongji/session1/00107.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00107
data/segmented/Tongji/session1/00108.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00108
data/segmented/Tongji/session1/00109.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00109
data/segmented/Tongji/session1/00110.bmp,Tongji,session1,none,11,Tongji_00011,470,Tongji_session1_none_00110
data/segmented/Tongji/session1/00111.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00111
data/segmented/Tongji/session1/00112.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00112
data/segmented/Tongji/session1/00113.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00113
data/segmented/Tongji/session1/00114.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00114
data/segmented/Tongji/session1/00115.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00115
data/segmented/Tongji/session1/00116.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00116
data/segmented/Tongji/session1/00117.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00117
data/segmented/Tongji/session1/00118.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00118
data/segmented/Tongji/session1/00119.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00119
data/segmented/Tongji/session1/00120.bmp,Tongji,session1,none,12,Tongji_00012,471,Tongji_session1_none_00120
data/segmented/Tongji/session1/00121.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00121
data/segmented/Tongji/session1/00122.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00122
data/segmented/Tongji/session1/00123.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00123
data/segmented/Tongji/session1/00124.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00124
data/segmented/Tongji/session1/00125.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00125
data/segmented/Tongji/session1/00126.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00126
data/segmented/Tongji/session1/00127.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00127
data/segmented/Tongji/session1/00128.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00128
data/segmented/Tongji/session1/00129.bmp,Tongji,session1,none,13,Tongji_00013,472,Tongji_session1_none_00129
